Заголовок;Код региона;Код города;Маска номера;Количество цифр;Регион
Марьяновка;381;68;x-xx-xx;5;Код Омской области
Маслянино;383;47;x-xx-xx;5;Код Новосибирской области
Матвеевка;353;56;x-xx-xx;5;Код Оренбургской области
Махачкала;;872;xxx-xx-xx;7;
Мглин;483;39;x-xx-xx;5;Код Брянской области
Маяк;496;63;x-xx-xx;5;Код Московской области
Мегион;346;63;x-xx-xx;5;Код Тюменской области
Медведево;836;2;xx-xx-xx;6;Код Республики Марий Эл
Медвенка;471;46;x-xx-xx;5;Код Курской области
Матвеев Курган;863;41;x-xx-xx;5;Код Ростовской области
Медынь;484;33;x-xx-xx;5;Код Калужской области
Медногорск;353;79;x-xx-xx;5;Код Оренбургской области
Межгорье;347;81;x-xx-xx;5;Код Республики Башкортостан
Междуреченск;384;75;x-xx-xx;5;Код Кемеровской области
Междуреченский;346;77;x-xx-xx;5;Код Ханты-Мансийского АО
Медвежьегорск;814;34;x-xx-xx;5;Код Республики Карелия
Мезень;818;48;x-xx-xx;5;Код Архангельской области
Меленки;492;47;x-xx-xx;5;Код Владимирской области
Мельниково;382;47;x-xx-xx;5;Код Томской области
Менделеево;496;2;xx-xx-xx;6;Код Московской области
Мехельта;872;72;x-xx-xx;5;Код Республики Дагестан
Мещовск;484;46;x-xx-xx;5;Код Калужской области
Мелеуз;347;64;x-xx-xx;5;Код Республики Башкортостан
Миасс;351;3;xx-xx-xx;6;Код Челябинской области
Миллерово;863;85;x-xx-xx;5;Код Ростовской области
Миасское;351;50;x-xx-xx;5;Код Челябинской области
Месягутово;347;98;x-xx-xx;5;Код Республики Башкортостан
Милославское;491;57;x-xx-xx;5;Код Рязанской области
Мильково;415;33;x-xx-xx;5;Код Камчатского края
Менделеевск;855;49;x-xx-xx;5;Код Республики Татарстан
Милютинская;863;89;x-xx-xx;5;Код Ростовской области
Мензелинск;855;55;x-xx-xx;5;Код Республики Татарстан
Минеральные Воды;;879;xxx-xx-xx;7;
Минино;496;4;xx-xx-xx;6;Код Московской области
Миньяр;351;59;x-xx-xx;5;Код Челябинской области
Мирный;411;36;x-xx-xx;5;Код Республики Саха (Якутия)
Мирный;818;34;x-xx-xx;5;Код Архангельской области
Михайлов;491;30;x-xx-xx;5;Код Рязанской области
Минусинск;391;32;x-xx-xx;5;Код Красноярского края
Михайловка;844;63;x-xx-xx;5;Код Волгоградской области
Михайловка;385;70;x-xx-xx;5;Код Алтайского края
Михайловка;423;46;x-xx-xx;5;Код Приморского края
Михайловск;865;53;x-xx-xx;5;Код Ставропольского края
Михайловский;385;70;x-xx-xx;5;Код Алтайского края
Михайловское;865;53;x-xx-xx;5;Код Ставропольского края
Михайловское;496;7;xx-xx-xx;6;Код Московской области
Мичуринск;475;45;x-xx-xx;5;Код Тамбовской области
Мишкино;352;47;x-xx-xx;5;Код Курганской области
Моготуй;302;55;x-xx-xx;5;Код Забайкальского края
Могоча;302;41;x-xx-xx;5;Код Забайкальского края
Мишеронь;496;45;x-xx-xx;5;Код Московской области
Моздок;867;36;x-xx-xx;5;Код Республики Северная Осетия
Можга;341;39;x-xx-xx;5;Код Республики Удмуртия
Мишкино;347;49;x-xx-xx;5;Код Республики Башкортостан
Михали;496;40;x-xx-xx;5;Код Московской области
Мокроус;845;65;x-xx-xx;5;Код Саратовской области
Мокроусово;352;34;x-xx-xx;5;Код Курганской области
Мокшан;841;50;x-xx-xx;5;Код Пензенской области
Молоково;482;75;x-xx-xx;5;Код Тверской области
Можайск;496;38;x-xx-xx;5;Код Московской области
Молчаново;382;56;x-xx-xx;5;Код Томской области
Мама;395;69;x-xx-xx;5;Код Иркутской области
Монастырщина;481;48;x-xx-xx;5;Код Смоленской области
Мончегорск;815;36;x-xx-xx;5;Код Мурманской области
Моргауши;835;41;x-xx-xx;5;Код Чувашской Республики
Мордово;475;42;x-xx-xx;5;Код Тамбовской области
Морки;836;35;x-xx-xx;5;Код Республики Марий Эл
Морозовск;863;84;x-xx-xx;5;Код Ростовской области
Моршанск;475;33;x-xx-xx;5;Код Тамбовской области
Мосальск;484;52;x-xx-xx;5;Код Калужской области
Москаленки;381;74;x-xx-xx;5;Код Омской области
Мостовское;861;92;x-xx-xx;5;Код Краснодарского края
Мостовской;861;92;x-xx-xx;5;Код Краснодарского края
Мошенское;816;53;x-xx-xx;5;Код Новгородской области
Мошково;383;48;x-xx-xx;5;Код Новосибирской области
Мраково;347;89;x-xx-xx;5;Код Республики Башкортостан
Мужи;349;94;x-xx-xx;5;Код Ямало-Ненецкого АО
Муравленко;349;38;x-xx-xx;5;Код Ямало-Ненецкого АО
Мураши;833;48;x-xx-xx;5;Код Кировской области
Муром;492;34;x-xx-xx;5;Код Владимирской области
Мурманск;;815;xxx-xx-xx;7;
Муромцево;381;58;x-xx-xx;5;Код Омской области
Муезерский;814;55;x-xx-xx;5;Код Республики Карелия
Мухоршибирь;301;43;x-xx-xx;5;Код Республики Бурятия
Муслюмово;855;56;x-xx-xx;5;Код Республики Татарстан
Мучкапский;475;46;x-xx-xx;5;Код Тамбовской области
Мценск;486;46;x-xx-xx;5;Код Орловской области
Мыс Шмидта;427;39;x-xx-xx;5;Код Чукотского АО
Мыски;384;74;x-xx-xx;5;Код Кемеровской области
Мытищи;;495;xxx-xx-xx;7;
Мышкин;485;44;x-xx-xx;5;Код Ярославской области
Лаврентия;427;36;x-xx-xx;5;Код Чукотского АО
Лабытнанги;349;92;x-xx-xx;5;Код Ямало-Ненецкого АО
Лагань;847;33;x-xx-xx;5;Код Республики Калмыкия
Лабинск;861;69;x-xx-xx;5;Код Краснодарского края
Лазаревское;862;2;xx-xx-xx;6;Код Краснодарского края
Лазо;423;77;x-xx-xx;5;Код Приморского края
Лангепас;346;69;x-xx-xx;5;Код Тюменской области
Лебедянь;474;66;x-xx-xx;5;Код Липецкой области
Лебяжье;352;37;x-xx-xx;5;Код Курганской области
Лебяжье;833;44;x-xx-xx;5;Код Кировской области
Лебяжье;813;76;x-xx-xx;5;Код Ленинградской области
Лев Толстой;474;64;x-xx-xx;5;Код Липецкой области
Леваши;872;52;x-xx-xx;5;Код Республики Дагестан
Мотыгино;391;41;x-xx-xx;5;Код Красноярского края
Лаишево;843;78;x-xx-xx;5;Код Республики Татарстан
Левокумское;865;43;x-xx-xx;5;Код Ставропольского края
Ленинградская;861;45;x-xx-xx;5;Код Краснодарского края
